"lot_id","account_company_name"
180312,KOcycle
180313,KOcycle
180314,KOcycle
180315,KOcycle
180316,KOcycle
180317,KOcycle
180318,KOcycle
180319,KOcycle
180320,KOcycle
180321,KOcycle
180322,KOcycle
180323,KOcycle
180324,KOcycle
180325,KOcycle
180326,KOcycle
180327,KOcycle
180328,KOcycle
180329,KOcycle
180330,KOcycle
180331,KOcycle
180271,KOcycle
180272,KOcycle
180273,KOcycle
180274,KOcycle
180275,KOcycle
180276,KOcycle
180277,KOcycle
180278,KOcycle
180279,KOcycle
180280,KOcycle
180281,KOcycle
180282,KOcycle
180283,KOcycle
180284,KOcycle
180285,KOcycle
180286,KOcycle
180287,KOcycle
180288,KOcycle
180289,KOcycle
180290,KOcycle
180291,KOcycle
180292,KOcycle
180293,KOcycle
180294,KOcycle
180295,KOcycle
180296,KOcycle
180297,KOcycle
180298,KOcycle
180299,KOcycle
180300,KOcycle
180301,KOcycle
180302,KOcycle
180303,KOcycle
178886,Socia ICT
178682,TU Delft
178888,Socia ICT
178889,Socia ICT
178890,Socia ICT
179945,Intertrust Group
178878,Socia ICT
178891,Socia ICT
178675,TU Delft
179503,Coolblue
179351,Coolblue
178835,Coolblue
178806,Coolblue
179385,Coolblue
179386,Coolblue
179407,Coolblue
178827,Coolblue
179141,Coolblue
178807,Coolblue
178836,Coolblue
178837,Coolblue
178870,Coolblue
179387,Coolblue
179454,Coolblue
179455,Coolblue
179500,Coolblue
178877,Coolblue
178763,TU Delft
179496,Coolblue
179321,Coolblue
179231,Coolblue
179458,Coolblue
179536,Coolblue
179537,Coolblue
179237,Coolblue
179408,Coolblue
179330,Coolblue
179226,Coolblue
179561,Coolblue
179326,Coolblue
179453,Coolblue
179322,Coolblue
179219,Coolblue
178848,Coolblue
178815,Coolblue
179329,Coolblue
178849,Coolblue
179409,Coolblue
179428,Coolblue
179528,Coolblue
179337,Coolblue
179222,Coolblue
179540,Coolblue
178850,Coolblue
179228,Coolblue
179331,Coolblue
179333,Coolblue
179224,Coolblue
179497,Coolblue
179541,Coolblue
179272,Coolblue
179273,Coolblue
179527,Coolblue
179221,Coolblue
179499,Coolblue
179235,Coolblue
179530,Coolblue
179220,Coolblue
179535,Coolblue
179325,Coolblue
179310,Coolblue
179406,Coolblue
179278,Coolblue
179335,Coolblue
179415,Coolblue
179229,Coolblue
179230,Coolblue
179542,Coolblue
178851,Coolblue
178810,Coolblue
179338,Coolblue
178809,Coolblue
179733,Coolblue
117234,Hakkers civil engineering
117237,Hakkers civil engineering
117239,Hakkers civil engineering
117240,Hakkers civil engineering
117241,Hakkers civil engineering
117233,Hakkers civil engineering
179049,TU Delft
117231,Hakkers civil engineering
117232,Hakkers civil engineering
117230,Hakkers civil engineering
117227,Hakkers civil engineering
117235,Hakkers civil engineering
117229,Hakkers civil engineering
117228,Hakkers civil engineering
179502,Coolblue
179324,Coolblue
179544,Coolblue
179245,Coolblue
179243,Coolblue
179313,Coolblue
173534,Allround Job
173535,Allround Job
177116,EQUINIX
177117,EQUINIX
177118,EQUINIX
177119,EQUINIX
177120,EQUINIX
177121,EQUINIX
177122,EQUINIX
177123,EQUINIX
177124,EQUINIX
177125,EQUINIX
177127,EQUINIX
177128,EQUINIX
177129,EQUINIX
177130,EQUINIX
177131,EQUINIX
177132,EQUINIX
177133,EQUINIX
177134,EQUINIX
177137,EQUINIX
177138,EQUINIX
177139,EQUINIX
177140,EQUINIX
177141,EQUINIX
177142,EQUINIX
177143,EQUINIX
177144,EQUINIX
177145,EQUINIX
177146,EQUINIX
177148,EQUINIX
177149,EQUINIX
177150,EQUINIX
177151,EQUINIX
177152,EQUINIX
177153,EQUINIX
177154,EQUINIX
177155,EQUINIX
177161,EQUINIX
177162,EQUINIX
177163,EQUINIX
177164,EQUINIX
177165,EQUINIX
177166,EQUINIX
177167,EQUINIX
177180,EQUINIX
177181,EQUINIX
177182,EQUINIX
177183,EQUINIX
177184,EQUINIX
177185,EQUINIX
177186,EQUINIX
177187,EQUINIX
177188,EQUINIX
177409,EQUINIX
177410,EQUINIX
177437,EQUINIX
177438,EQUINIX
177439,EQUINIX
177440,EQUINIX
177441,EQUINIX
177442,EQUINIX
177420,EQUINIX
177421,EQUINIX
177422,EQUINIX
177423,EQUINIX
177424,EQUINIX
177425,EQUINIX
177426,EQUINIX
177427,EQUINIX
177713,EQUINIX
177714,EQUINIX
177715,EQUINIX
177716,EQUINIX
177717,EQUINIX
177718,EQUINIX
177719,EQUINIX
177720,EQUINIX
177738,EQUINIX
177739,EQUINIX
177740,EQUINIX
177741,EQUINIX
177742,EQUINIX
178289,EQUINIX
178299,EQUINIX
178303,EQUINIX
178455,EQUINIX
178421,EQUINIX
178425,EQUINIX
178435,EQUINIX
178436,EQUINIX
178464,EQUINIX
178308,EQUINIX
178290,EQUINIX
178298,EQUINIX
178295,EQUINIX
178291,EQUINIX
178292,EQUINIX
178293,EQUINIX
178316,EQUINIX
178307,EQUINIX
178309,EQUINIX
178310,EQUINIX
178312,EQUINIX
178313,EQUINIX
178445,EQUINIX
178442,EQUINIX
178463,EQUINIX
178300,EQUINIX
178306,EQUINIX
178450,EQUINIX
178454,EQUINIX
178461,EQUINIX
178456,EQUINIX
178453,EQUINIX
178462,EQUINIX
178446,EQUINIX
178302,EQUINIX
178288,EQUINIX
178314,EQUINIX
178315,EQUINIX
178444,EQUINIX
178304,EQUINIX
178305,EQUINIX
178441,EQUINIX
178448,EQUINIX
178443,EQUINIX
178452,EQUINIX
178449,EQUINIX
178294,EQUINIX
178297,EQUINIX
178311,EQUINIX
178437,EQUINIX
178459,EQUINIX
178334,EQUINIX
178335,EQUINIX
178336,EQUINIX
178337,EQUINIX
178338,EQUINIX
178225,EQUINIX
178226,EQUINIX
178227,EQUINIX
178228,EQUINIX
178229,EQUINIX
178230,EQUINIX
178231,EQUINIX
178232,EQUINIX
178233,EQUINIX
178234,EQUINIX
178235,EQUINIX
178236,EQUINIX
178237,EQUINIX
178238,EQUINIX
178239,EQUINIX
178240,EQUINIX
178241,EQUINIX
178242,EQUINIX
178243,EQUINIX
178433,EQUINIX
177487,EQUINIX
177488,EQUINIX
177509,EQUINIX
177510,EQUINIX
177511,EQUINIX
177512,EQUINIX
177513,EQUINIX
177514,EQUINIX
177515,EQUINIX
177516,EQUINIX
177517,EQUINIX
177518,EQUINIX
177519,EQUINIX
177520,EQUINIX
177521,EQUINIX
177522,EQUINIX
177543,EQUINIX
177544,EQUINIX
177545,EQUINIX
177546,EQUINIX
177547,EQUINIX
177548,EQUINIX
177549,EQUINIX
177550,EQUINIX
177551,EQUINIX
177552,EQUINIX
177553,EQUINIX
177554,EQUINIX
177555,EQUINIX
177556,EQUINIX
177557,EQUINIX
177558,EQUINIX
177395,EQUINIX
177396,EQUINIX
177397,EQUINIX
177398,EQUINIX
177399,EQUINIX
177400,EQUINIX
177401,EQUINIX
177402,EQUINIX
177403,EQUINIX
177404,EQUINIX
177405,EQUINIX
177406,EQUINIX
177407,EQUINIX
177408,EQUINIX
177364,EQUINIX
177365,EQUINIX
177136,EQUINIX
177198,EQUINIX
177199,EQUINIX
177200,EQUINIX
177201,EQUINIX
177202,EQUINIX
177203,EQUINIX
177204,EQUINIX
177205,EQUINIX
177206,EQUINIX
177207,EQUINIX
177208,EQUINIX
177209,EQUINIX
177210,EQUINIX
177211,EQUINIX
177212,EQUINIX
177213,EQUINIX
177214,EQUINIX
177215,EQUINIX
177375,EQUINIX
177376,EQUINIX
177377,EQUINIX
177378,EQUINIX
177379,EQUINIX
177380,EQUINIX
177381,EQUINIX
177382,EQUINIX
177383,EQUINIX
177384,EQUINIX
177385,EQUINIX
177386,EQUINIX
177387,EQUINIX
177388,EQUINIX
177224,EQUINIX
177225,EQUINIX
177226,EQUINIX
177227,EQUINIX
177228,EQUINIX
177229,EQUINIX
177230,EQUINIX
177231,EQUINIX
177232,EQUINIX
177233,EQUINIX
177234,EQUINIX
177235,EQUINIX
177236,EQUINIX
177237,EQUINIX
177238,EQUINIX
177239,EQUINIX
177240,EQUINIX
177241,EQUINIX
177242,EQUINIX
177243,EQUINIX
177694,EQUINIX
177782,EQUINIX
177783,EQUINIX
177785,EQUINIX
177869,EQUINIX
177870,EQUINIX
177871,EQUINIX
177872,EQUINIX
177873,EQUINIX
177874,EQUINIX
177875,EQUINIX
177876,EQUINIX
177877,EQUINIX
177878,EQUINIX
177879,EQUINIX
177880,EQUINIX
177881,EQUINIX
177882,EQUINIX
177883,EQUINIX
177884,EQUINIX
177885,EQUINIX
177886,EQUINIX
177887,EQUINIX
177888,EQUINIX
177889,EQUINIX
177890,EQUINIX
177891,EQUINIX
177892,EQUINIX
177893,EQUINIX
177894,EQUINIX
177895,EQUINIX
177896,EQUINIX
177897,EQUINIX
177898,EQUINIX
177899,EQUINIX
177900,EQUINIX
177901,EQUINIX
177902,EQUINIX
177903,EQUINIX
177904,EQUINIX
177905,EQUINIX
177906,EQUINIX
177907,EQUINIX
177908,EQUINIX
177909,EQUINIX
177910,EQUINIX
177911,EQUINIX
177912,EQUINIX
177913,EQUINIX
177914,EQUINIX
177915,EQUINIX
177916,EQUINIX
177917,EQUINIX
177918,EQUINIX
177919,EQUINIX
177920,EQUINIX
177921,EQUINIX
177922,EQUINIX
177923,EQUINIX
177924,EQUINIX
177925,EQUINIX
177926,EQUINIX
177927,EQUINIX
177928,EQUINIX
177929,EQUINIX
177930,EQUINIX
177931,EQUINIX
177932,EQUINIX
177721,EQUINIX
177722,EQUINIX
177723,EQUINIX
177724,EQUINIX
177725,EQUINIX
177726,EQUINIX
177727,EQUINIX
177728,EQUINIX
177729,EQUINIX
177730,EQUINIX
177731,EQUINIX
177732,EQUINIX
177733,EQUINIX
177734,EQUINIX
177735,EQUINIX
177736,EQUINIX
177737,EQUINIX
177696,EQUINIX
177697,EQUINIX
177698,EQUINIX
177699,EQUINIX
177700,EQUINIX
177701,EQUINIX
177702,EQUINIX
177703,EQUINIX
177704,EQUINIX
177705,EQUINIX
177706,EQUINIX
177707,EQUINIX
177708,EQUINIX
177709,EQUINIX
177710,EQUINIX
177711,EQUINIX
177712,EQUINIX
177568,EQUINIX
177569,EQUINIX
177570,EQUINIX
177571,EQUINIX
177572,EQUINIX
177573,EQUINIX
177574,EQUINIX
177575,EQUINIX
177576,EQUINIX
177577,EQUINIX
177578,EQUINIX
177579,EQUINIX
177580,EQUINIX
177581,EQUINIX
177582,EQUINIX
177583,EQUINIX
177584,EQUINIX
177585,EQUINIX
177586,EQUINIX
177587,EQUINIX
177588,EQUINIX
177589,EQUINIX
177590,EQUINIX
177591,EQUINIX
177592,EQUINIX
177593,EQUINIX
177594,EQUINIX
177595,EQUINIX
177596,EQUINIX
177597,EQUINIX
177598,EQUINIX
177608,EQUINIX
177609,EQUINIX
177610,EQUINIX
177611,EQUINIX
177612,EQUINIX
177613,EQUINIX
177614,EQUINIX
177615,EQUINIX
177616,EQUINIX
177617,EQUINIX
177618,EQUINIX
177619,EQUINIX
177620,EQUINIX
177621,EQUINIX
177622,EQUINIX
177623,EQUINIX
177624,EQUINIX
177625,EQUINIX
177626,EQUINIX
177627,EQUINIX
177628,EQUINIX
177629,EQUINIX
177630,EQUINIX
177631,EQUINIX
177632,EQUINIX
177633,EQUINIX
177634,EQUINIX
177635,EQUINIX
177636,EQUINIX
177637,EQUINIX
177638,EQUINIX
177639,EQUINIX
177640,EQUINIX
177641,EQUINIX
177642,EQUINIX
177942,EQUINIX
177943,EQUINIX
177944,EQUINIX
177945,EQUINIX
177946,EQUINIX
177947,EQUINIX
177948,EQUINIX
177949,EQUINIX
177950,EQUINIX
177951,EQUINIX
177952,EQUINIX
177953,EQUINIX
177954,EQUINIX
177955,EQUINIX
177956,EQUINIX
177957,EQUINIX
177958,EQUINIX
177959,EQUINIX
177960,EQUINIX
177961,EQUINIX
177962,EQUINIX
177963,EQUINIX
177964,EQUINIX
177965,EQUINIX
177966,EQUINIX
177967,EQUINIX
177968,EQUINIX
177969,EQUINIX
177970,EQUINIX
177971,EQUINIX
177972,EQUINIX
177973,EQUINIX
177974,EQUINIX
177975,EQUINIX
177976,EQUINIX
177977,EQUINIX
177978,EQUINIX
177979,EQUINIX
177980,EQUINIX
177981,EQUINIX
177982,EQUINIX
177983,EQUINIX
177984,EQUINIX
177985,EQUINIX
177986,EQUINIX
177987,EQUINIX
177988,EQUINIX
177989,EQUINIX
177990,EQUINIX
178023,EQUINIX
178024,EQUINIX
178025,EQUINIX
178026,EQUINIX
178027,EQUINIX
178028,EQUINIX
178029,EQUINIX
178030,EQUINIX
178031,EQUINIX
178032,EQUINIX
178033,EQUINIX
178034,EQUINIX
178035,EQUINIX
178036,EQUINIX
178037,EQUINIX
178038,EQUINIX
178039,EQUINIX
178040,EQUINIX
178041,EQUINIX
178042,EQUINIX
178043,EQUINIX
178044,EQUINIX
178045,EQUINIX
178046,EQUINIX
178047,EQUINIX
178048,EQUINIX
178049,EQUINIX
178050,EQUINIX
178051,EQUINIX
178052,EQUINIX
178053,EQUINIX
178054,EQUINIX
178055,EQUINIX
178056,EQUINIX
178057,EQUINIX
177998,EQUINIX
177999,EQUINIX
178000,EQUINIX
178001,EQUINIX
178002,EQUINIX
178003,EQUINIX
178004,EQUINIX
178005,EQUINIX
178006,EQUINIX
178007,EQUINIX
178008,EQUINIX
178009,EQUINIX
178010,EQUINIX
178011,EQUINIX
178012,EQUINIX
178013,EQUINIX
178014,EQUINIX
178015,EQUINIX
178016,EQUINIX
178017,EQUINIX
178018,EQUINIX
178019,EQUINIX
178059,EQUINIX
178068,EQUINIX
178069,EQUINIX
178070,EQUINIX
178071,EQUINIX
178072,EQUINIX
178073,EQUINIX
178074,EQUINIX
178075,EQUINIX
178076,EQUINIX
178077,EQUINIX
178078,EQUINIX
178079,EQUINIX
178080,EQUINIX
178081,EQUINIX
178082,EQUINIX
178083,EQUINIX
178092,EQUINIX
178102,EQUINIX
178112,EQUINIX
178113,EQUINIX
178119,EQUINIX
178123,EQUINIX
178126,EQUINIX
178127,EQUINIX
178280,EQUINIX
178262,EQUINIX
178351,EQUINIX
178352,EQUINIX
178325,EQUINIX
